City,State,BankState,Term,NoEmp,NewExist,UrbanRural,DisbursementGross,MIS_Status
GARNER,NC,NC,84,15,New Business,Urban,6999,0
Natrona Heights,PA,DE,90,3,Existing Business,Urban,144000,0
MIAMI,FL,NC,10,8,New Business,Urban,45682,1
RIVERTON,UT,UT,60,1,Existing Business,Urban,200000,0
OREM,UT,UT,84,15,New Business,Urban,48502,0
EPHRAIM,UT,UT,84,3,New Business,Rural,121841,0
SIMPSONVILLE,SC,NC,24,3,New Business,Rural,23000,0
MANTI,UT,UT,84,7,New Business,Rural,50000,0
REXBURG,ID,UT,60,120,New Business,Rural,100000,0
Zillah,WA,VA,84,6,New Business,Urban,125000,0
CLEARWATER,FL,NC,84,2,Existing Business,Urban,10000,0
ESCONDIDO,CA,VA,40,4,New Business,Urban,25000,1
DENVER,CO,IL,17,1,New Business,Urban,172241,1
EAST RUTHERFORD,NJ,RI,36,2,New Business,Urban,50000,0
DACULA,GA,NC,84,1,Existing Business,Rural,12800,0
RANCHO CORDOVA,CA,NC,84,15,New Business,Urban,45000,0
Orlando,FL,GA,60,24,New Business,Urban,222000,0
MIAMI,FL,NC,38,3,New Business,Urban,150000,1
WAUSAU,WI,WI,28,2,Existing Business,Urban,130000,1
PHOENIX,AZ,NC,84,14,Existing Business,Urban,10000,0
CRANSTON,RI,RI,48,5,Existing Business,Urban,30000,0
St. Charles,IL,DE,0,3,New Business,Rural,29021,1
SANTA ANA,CA,NC,84,30,New Business,Rural,39620,0
LOS ANGELES,CA,NC,42,2,New Business,Urban,6000,1
SAVANNAH,GA,NC,84,3,New Business,Urban,30800,0
Dublin,OH,DE,60,12,New Business,Urban,20673,0
HAMMOND,IN,IN,240,35,New Business,Undefined,247000,0
FORT LAUDERDALE,FL,NC,84,9,New Business,Urban,55000,0
HYATTSVILLE,MD,NC,84,1,New Business,Urban,83471,0
Dublin,OH,OH,98,12,New Business,Urban,71000,0
SPARKS,NV,NC,84,2,New Business,Urban,10000,0
SPRING,TX,NC,84,3,New Business,Urban,22984,0
GLASTONBURY,CT,CA,228,38,New Business,Undefined,1137000,0
PROVO,UT,UT,60,2,New Business,Urban,30000,0
SALT LAKE CITY,UT,UT,84,1,New Business,Urban,49861,0
TULSA,OK,NC,9,2,Existing Business,Urban,10000,1
Orem,UT,UT,84,1,New Business,Urban,64572,0
CONCORD,NH,NH,60,18,New Business,Undefined,400000,0
MELBOURNE,FL,NC,42,11,New Business,Urban,100000,1
SPRINGFIELD,MO,NC,84,8,New Business,Urban,46437,0
PRESCOTT,AZ,NC,84,2,New Business,Urban,27000,0
LEHI,UT,UT,12,11,Existing Business,Urban,100000,0
BALTIMORE,MD,MD,84,10,Existing Business,Undefined,100000,0
LOS ANGELES,CA,NC,84,6,New Business,Urban,25000,0
THE WOODLANDS,TX,NV,42,4,Existing Business,Undefined,85000,1
LAS VEGAS,NV,NC,84,20,New Business,Urban,105000,0
SAN DIEGO,CA,NC,84,3,Existing Business,Rural,11877,0
FRESNO,CA,NC,38,4,New Business,Rural,279000,1
BRONX,NY,NJ,36,4,New Business,Undefined,100000,1
Sarasota,FL,GA,84,1,Existing Business,Urban,400000,0
SALT LAKE CITY,UT,UT,240,99,New Business,Undefined,267000,0
SOUTH SAN FRANCISCO,CA,NC,84,3,New Business,Urban,25530,0
SCHENECTADY,NY,NY,60,10,Existing Business,Undefined,75000,0
MARINA DEL REY,CA,NC,84,2,New Business,Urban,59000,0
CADILLAC,MI,MI,108,2,New Business,Undefined,110000,0
Baytown,TX,VA,84,3,New Business,Urban,35000,0
LARAMIE,WY,CO,240,2,New Business,Undefined,1000000,0
Ballwin,MO,VA,84,1,New Business,Urban,25000,0
Miami,FL,VA,84,1,New Business,Urban,35000,0
BRONX,NY,NJ,13,4,New Business,Undefined,250000,0
BLOOMINGDALE,GA,NC,84,3,New Business,Urban,50000,0
WESTWOOD,NJ,NY,60,2,New Business,Undefined,15000,0
BROOKLYN,NY,RI,36,6,New Business,Urban,5000,0
WICHITA,KS,VA,84,21,New Business,Urban,25000,0
DENVER,CO,SD,180,9,New Business,Undefined,270000,0
OCEANSIDE,NY,RI,36,2,Existing Business,Urban,19500,0
REDMOND,WA,WA,84,6,Existing Business,Undefined,120000,0
CANYONVILLE,OR,VA,84,1,New Business,Rural,10000,0
EASLEY,SC,SC,60,1,Existing Business,Undefined,20000,0
GREENVILLE,SC,VA,84,12,New Business,Urban,25000,0
PROVO,UT,UT,84,25,New Business,Undefined,210000,0
LAWRENCEVILLE,GA,NC,68,4,New Business,Urban,15000,1
MOORESVILLE,NC,NC,9,6,New Business,Urban,51926,1
STEUBENVILLE,OH,WV,62,5,New Business,Undefined,50000,1
WEST COLUMBIA,SC,NC,84,2,New Business,Urban,15000,0
BURLINGTON,VT,VT,120,43,New Business,Undefined,670000,0
HOLLYWOOD,FL,NC,84,1,New Business,Urban,20000,0
STERLING,UT,UT,84,3,Existing Business,Rural,73732,0
FRESNO,CA,CA,239,65,New Business,Undefined,373500,0
WEST JORDAN,UT,UT,60,3,New Business,Urban,25000,0
LEESBURG,FL,NC,84,1,New Business,Urban,12000,0
STOW,OH,OH,120,3,Existing Business,Undefined,396000,0
Bethel Park,PA,NY,87,15,New Business,Urban,255000,0
SOQUEL,CA,TX,84,8,New Business,Undefined,150000,0
PRICE,UT,UT,84,2,New Business,Rural,104439,0
MERIDIAN,ID,NC,84,2,New Business,Urban,7500,0
VAN NUYS,CA,CA,120,11,New Business,Undefined,341000,0
HOUSTON,TX,IL,9,2,New Business,Urban,79272,1
SPRINGFIELD,NJ,NY,72,3,Existing Business,Undefined,150000,0
MOAB,UT,UT,60,8,New Business,Rural,45000,0
CYPRESS,CA,SD,84,220,Existing Business,Undefined,67673,0
PALM HARBOR,FL,NC,33,2,Existing Business,Urban,10000,1
CLEARWATER,FL,NC,84,1,New Business,Urban,10000,0
SALT LAKE CITY,UT,UT,60,1,Existing Business,Urban,35000,0
MIAMI,FL,NC,84,1,Existing Business,Urban,10000,0
TAHOE CITY,CA,CA,84,1,New Business,Undefined,51800,0
PAWTUCKET,RI,RI,240,10,Existing Business,Urban,150000,0
BEREA,OH,OH,60,6,New Business,Undefined,60000,0
BATAVIA,NY,NY,84,8,Existing Business,Undefined,50000,0
SALT LAKE CITY,UT,UT,60,23,New Business,Urban,35000,0
OREGON,OH,OH,60,2,Existing Business,Undefined,40000,0
LOUISVILLE,KY,IL,60,17,New Business,Urban,254700,0
BOSTON,MA,MA,60,8,New Business,Undefined,180000,0
STAUNTON,IL,NC,84,1,Existing Business,Urban,10000,0
COLORADO SPRINGS,CO,CO,84,9,Existing Business,Undefined,60000,0
GRANVILLE,OH,IL,84,1,New Business,Rural,108013,0
ORLANDO,FL,NC,7,8,New Business,Urban,92156,0
SAN FRANCISCO,CA,DC,300,4,New Business,Undefined,205000,0
SOUTH JORDAN,UT,UT,84,9,New Business,Urban,44915,0
ORANGE PARK,FL,NC,61,22,New Business,Urban,125000,1
RIVERTON,UT,UT,84,1,New Business,Urban,75000,0
GILBERT,AZ,NC,84,2,New Business,Urban,45000,0
ALLENTOWN,PA,PA,54,14,New Business,Undefined,50000,0
COLUMBUS,OH,OH,60,15,New Business,Urban,250000,0
SEATTLE,WA,NC,66,1,New Business,Urban,30000,1
POCATELLO,ID,ID,84,17,New Business,Undefined,100000,1
RUSTON,LA,LA,60,2,Existing Business,Undefined,16000,0
COCOA BEACH,FL,NC,84,3,New Business,Rural,89025,0
Warren,MI,IL,60,2,New Business,Rural,30000,0
Detroit,MI,DE,123,2,New Business,Rural,207320,0
HOULTON,ME,ME,36,9,Existing Business,Undefined,15000,0
SMITHTOWN,NY,RI,36,1,Existing Business,Urban,10000,0
FORT LAUDERDALE,FL,NC,84,2,Existing Business,Urban,18528,0
RADFORD,VA,VA,180,2,Existing Business,Undefined,100000,0
ITHACA,NY,NY,60,8,New Business,Urban,50000,0
MENDENHALL,MS,AR,180,1,New Business,Undefined,216900,0
LOS ANGELES,CA,NC,26,14,New Business,Urban,50000,1
SAINT GEORGE,UT,UT,84,14,New Business,Rural,50000,0
HENDERSON,NV,NC,84,2,New Business,Urban,20512,0
Kalamazoo,MI,IL,60,4,New Business,Urban,29403,0
WINTER PARK,FL,NC,84,4,Existing Business,Urban,10000,0
Terryville,CT,DE,60,1,New Business,Urban,60000,0
FRESNO,CA,CA,84,19,Existing Business,Undefined,100000,0
Canonsburg,PA,KY,87,6,Existing Business,Urban,75000,0
Louisville,KY,DE,7,4,New Business,Urban,55439,1
W Hollywood,CA,VA,84,3,New Business,Urban,25000,0
KENNER,LA,LA,144,11,New Business,Undefined,280000,0
REDDING,CA,VA,25,5,New Business,Urban,25000,1
LOS ANGELES,CA,SD,300,7,New Business,Undefined,1000000,0
ROYAL PALM BEACH,FL,NC,84,2,Existing Business,Rural,18313,0
FORT LAUDERDALE,FL,NC,84,2,New Business,Urban,96400,1
Barbourville,KY,KY,60,7,New Business,Rural,34503,0
FORT PIERCE,FL,NC,84,1,Existing Business,Urban,10000,0
SAMMAMISH,WA,NC,84,2,New Business,Urban,10000,0
Decatur,IL,IL,60,1,New Business,Urban,94615,0
BEVERLY HILLS,CA,NC,84,25,New Business,Urban,64990,0
W. SILOAM,OK,AR,60,1,Existing Business,Undefined,15000,0
EVANSTON,IL,IL,84,2,Existing Business,Urban,149500,0
SAINT LOUIS,MO,SD,123,1,New Business,Undefined,200000,0
NORTH HOLLYWOOD,CA,NC,84,2,Existing Business,Urban,12852,0
Atlantis,FL,NC,120,22,New Business,Rural,150000,0
ALPHARETTA,GA,SD,84,1,Existing Business,Undefined,115000,0
ROCK HILL,SC,NC,84,1,New Business,Urban,10115,0
OAK PARK,IL,SD,120,2,New Business,Undefined,205000,0
SHELTON,CT,NC,36,1,Existing Business,Urban,26500,0
SAN FRANCISCO,CA,NC,84,1,New Business,Urban,27635,0
SAN FRANCISCO,CA,NC,84,1,New Business,Urban,65000,0
CLOSTER,NJ,RI,36,9,New Business,Urban,26000,0
ORIENT,IL,IL,142,1,Existing Business,Undefined,80000,1
NEW HARTFORD,CT,RI,36,1,Existing Business,Urban,7500,0
LELAND,NC,NC,84,1,New Business,Urban,5000,0
PALMYRA,VA,MD,240,1,Existing Business,Undefined,315000,0
ORLANDO,FL,FL,84,5,New Business,Undefined,80000,0
SALT LAKE CITY,UT,UT,84,3,Existing Business,Urban,10000,0
ELGIN,IL,IL,240,15,Existing Business,Undefined,750000,0
SAN FRANCISCO,CA,NC,84,2,Existing Business,Urban,10000,0
ARTESIA,NM,NM,60,14,New Business,Undefined,250000,0
Ochelata,OK,VA,54,3,New Business,Rural,150000,1
Mishawaka,IN,DE,87,1,Existing Business,Urban,100000,0
LAS ANIMAS,CO,CO,120,2,Existing Business,Undefined,186000,0
SOUTH JORDAN,UT,UT,84,47,New Business,Urban,35000,0
JOPLIN,MO,MO,180,5,New Business,Undefined,74000,0
LOS ANGELES,CA,NC,84,3,New Business,Urban,98274,0
RICHFIELD,MN,MN,84,6,New Business,Undefined,164000,0
EPHRAIM,UT,UT,84,2,Existing Business,Rural,167016,0
LAS VEGAS,NV,NC,120,17,New Business,Urban,115000,0
TYLER,TX,TX,246,5,New Business,Undefined,515000,0
JONESBORO,AR,NC,84,1,New Business,Rural,12929,0
NORTH HOLLYWOOD,CA,NC,84,1,New Business,Urban,10000,0
CANYON LAKE,CA,CA,300,3,New Business,Undefined,416000,0
ROCKLIN,CA,NC,7,2,Existing Business,Urban,12804,1
DALLAS,GA,DC,300,1,Existing Business,Undefined,985000,0
BEAVER DAM,WI,IL,84,1,Existing Business,Undefined,100000,0
TAFT,CA,NC,84,9,New Business,Urban,30000,0
FONTANA,CA,CA,300,5,New Business,Undefined,114000,0
IRVINE,CA,NC,84,1,Existing Business,Urban,17954,0
SPRING,TX,NC,84,5,Existing Business,Urban,10000,0
BEEVILLE,TX,TX,25,5,Existing Business,Undefined,80000,1
Chattanooga,TN,GA,84,2,New Business,Urban,101100,0
TAYLORSVILLE,UT,OH,180,2,Existing Business,Undefined,100000,0
Katy,TX,VA,84,1,New Business,Urban,10000,0
Tacoma,WA,VA,84,1,New Business,Urban,35000,0
CHARLESTON,WV,IL,84,4,New Business,Undefined,80000,0
FRESNO,CA,CA,240,31,New Business,Undefined,93000,0
Manalapan,NJ,VA,84,2,New Business,Urban,25000,0
YATES CITY,IL,IL,180,2,New Business,Undefined,72500,0
New York,NY,VA,34,1,New Business,Urban,35000,1
ALTAMONTE SPRINGS,FL,NC,84,3,New Business,Urban,50000,0
JAMAICA,NY,RI,36,1,Existing Business,Urban,70000,0
Detroit,MI,VA,31,1,New Business,Urban,25000,1
TAMPA,FL,NC,114,10,New Business,Urban,100000,0
STARKSBORO,VT,VT,12,1,New Business,Rural,35000,0
CHARLOTTE,NC,NC,63,1,Existing Business,Undefined,100000,0
Laurel,MD,SD,84,2,New Business,Rural,125000,0
DELANO,CA,SD,300,1,New Business,Undefined,97750,0
PUYALLUP,WA,VA,84,1,New Business,Urban,50000,0
COLDWATER,MI,VA,84,8,New Business,Urban,25000,0
ALEXANDRIA,VA,VA,240,11,New Business,Undefined,918000,0
Valley Stream,NY,VA,63,4,New Business,Urban,50000,1
SKIATOOK,OK,VA,84,5,New Business,Urban,35000,0
LITTLE FALLS,NJ,RI,36,2,Existing Business,Urban,30000,0
CASPER,WY,WY,96,5,New Business,Undefined,38250,0
WONDER LAKE,IL,IL,60,2,New Business,Urban,15000,0
TEMECULA,CA,VA,84,6,New Business,Urban,35000,0
AURORA,CO,CO,84,1,New Business,Undefined,268705,0
TYRONE,GA,VA,47,6,New Business,Urban,50000,1
WINSTON-SALEM,NC,NC,48,1,New Business,Undefined,85000,0
PHOENIX,AZ,NC,84,2,Existing Business,Urban,20196,0
DRACUT,MA,NC,49,1,New Business,Urban,10000,1
ATLANTA,GA,NC,84,8,New Business,Urban,178244,0
SANTA CLARA,UT,UT,84,2,Existing Business,Urban,15659,0
DULUTH,GA,GA,60,3,New Business,Undefined,25000,0
NEW PORT RICHEY,FL,SD,84,3,Existing Business,Rural,130000,0
DULTUH,GA,GA,33,2,Existing Business,Undefined,50000,1
FORT PIERCE,FL,NC,84,8,New Business,Urban,10000,0
FALLS CHURCH,VA,NC,84,1,Existing Business,Urban,10000,0
RICHARDSON,TX,IL,84,5,New Business,Urban,81000,0
LOGANVILLE,GA,NC,84,6,New Business,Urban,80000,0
LAS VEGAS,NV,NC,84,2,Existing Business,Urban,10000,0
TOWN,GA,AL,84,1,Existing Business,Undefined,65000,0
BRICK,NJ,RI,36,1,Existing Business,Urban,10000,0
PHILADELPHIA,PA,PA,180,3,New Business,Undefined,95000,0
MILPITAS,CA,CA,300,9,Existing Business,Undefined,196000,0
TIFFIN,OH,OH,60,3,Existing Business,Rural,40000,0
CLIFTON PARK,NY,NY,62,2,Existing Business,Undefined,15000,0
SANTA CLARA,CA,CA,240,11,New Business,Undefined,381000,0
PRAIRIE DU SAC,WI,IL,84,2,New Business,Rural,51709,0
WALPOLE,MA,MA,24,10,New Business,Undefined,30000,0
BLACKFOOT,ID,UT,84,4,Existing Business,Rural,40000,0
KNIGHTS FERRY,CA,CA,84,1,New Business,Undefined,25000,0
SAN JOSE,CA,NC,84,6,New Business,Urban,90000,0
LUTHERVILLE TIMONIUM,MD,NC,84,30,New Business,Urban,50118,0
FRESNO,CA,CA,84,2,New Business,Undefined,26000,0
HUNTERSVILLE,NC,NC,84,1,Existing Business,Urban,5000,0
WEYMOUTH,MA,MA,60,2,Existing Business,Undefined,40000,0
Methuen,MA,DE,99,6,New Business,Urban,70000,0
SANTA ANA,CA,CA,240,25,New Business,Undefined,871000,0
FORT LAUDERDALE,FL,NC,84,2,Existing Business,Urban,84991,0
Methuen,MA,DE,48,6,New Business,Urban,40000,0
CAPE GIRARDEAU,MO,TN,36,3,Existing Business,Undefined,20000,0
WHITTIER,CA,NC,84,16,Existing Business,Urban,10000,0
COLD SPRING,MN,MN,180,2,Existing Business,Undefined,66000,0
WEST JORDAN,UT,UT,84,6,New Business,Urban,76127,0
Pittsburgh,PA,KY,60,1,New Business,Urban,40000,0
HILTON,NY,NY,17,10,New Business,Undefined,250670,0
Pittsburgh,PA,DE,27,1,New Business,Urban,10839,1
Lake Wales,FL,VA,84,3,New Business,Rural,100000,0
OXFORD,PA,PA,84,1,New Business,Undefined,62000,0
Santa Rosa,CA,VA,84,6,New Business,Urban,50000,0
FORT DODGE,IA,IA,120,2,New Business,Undefined,306000,0
IDAHO FALLS,ID,UT,120,8,Existing Business,Rural,104000,0
CARLE PLACE,NY,NY,61,7,New Business,Undefined,50000,0
WATERTOWN,WI,IL,35,1,New Business,Rural,205800,1
GWYNN OAK,MD,MD,60,25,New Business,Urban,100000,0
Midway Park,NC,VA,84,2,New Business,Rural,25000,0
FALL RIVER,MA,RI,84,36,New Business,Undefined,160000,0
MESA,AZ,NC,84,2,New Business,Urban,72626,0
STANLEY,NC,NC,84,1,Existing Business,Urban,10000,0
CHESTER,PA,SD,66,5,Existing Business,Undefined,100000,0
Baltimore,MD,SD,84,3,New Business,Rural,80000,0
LOS ANGELES,CA,VA,2,3,New Business,Urban,35000,1
MINNEAPOLIS,MN,MN,60,36,New Business,Undefined,100000,0
BUFFALO,NY,NY,62,30,New Business,Rural,100000,0
CORTEZ,CO,NM,120,18,New Business,Undefined,400000,1
Norman,OK,VA,24,3,New Business,Urban,50000,1
NEWARK,OH,IL,84,7,New Business,Urban,25000,0
PHOENIX,AZ,NC,84,7,Existing Business,Urban,93007,0
HARTFORD,CT,RI,36,2,Existing Business,Urban,11500,0
NAMPA,ID,UT,59,7,New Business,Rural,165558,1
BUFFALO,NY,NY,84,2,New Business,Undefined,21613,0
CHESAPEAKE,VA,NC,84,5,Existing Business,Urban,10000,0
ROOSEVELT,UT,UT,84,3,New Business,Rural,54073,0
FORT LAUDERDALE,FL,NC,84,1,New Business,Urban,15000,0
GLASTONBURY,CT,RI,36,2,Existing Business,Urban,5000,0
NORFOLK,VA,NC,41,1,Existing Business,Rural,10000,1
FORKED RIVER,NJ,RI,36,4,New Business,Urban,50000,0
IMPERIAL,MO,MO,84,40,New Business,Undefined,174000,0
KEWASKUM,WI,IL,60,1,Existing Business,Rural,28000,0
SPRINGDALE,AR,NC,48,15,New Business,Undefined,50000,0
FORT LAUDERDALE,FL,NC,84,3,New Business,Urban,90489,0
LEESBURG,VA,VA,240,20,New Business,Undefined,205000,0
SALT LAKE CITY,UT,UT,12,3,Existing Business,Urban,70000,0
MINOT,ND,ND,12,21,New Business,Undefined,75000,0
Harvey,LA,VA,17,6,New Business,Urban,50000,1
Midway,KY,DE,19,1,Existing Business,Rural,26000,1
LOGAN,UT,UT,84,7,New Business,Rural,61546,0
KAYSVILLE,UT,UT,84,35,Existing Business,Urban,53404,0
ISSAQUAH,WA,NC,84,1,New Business,Rural,10000,0
Des Plaines,IL,DE,44,2,New Business,Urban,15000,1
NAPLES,FL,NC,84,1,New Business,Rural,124046,0
JAMESTOWN,NY,NY,180,8,Existing Business,Undefined,220000,0
LAKETOWN,UT,UT,84,8,New Business,Rural,146853,0
JONESBORO,AR,NC,84,3,New Business,Urban,43687,0
LAS VEGAS,NV,CA,84,1,New Business,Undefined,50000,0
FORT WORTH,TX,NC,84,1,New Business,Urban,5268,0
MOUNT DORA,FL,NC,84,3,Existing Business,Urban,12379,0
SAN JOSE,CA,CA,78,5,Existing Business,Undefined,60000,0
FRESNO,CA,NC,84,5,New Business,Rural,91700,0
BATON ROUGE,LA,IL,6,5,New Business,Urban,99677,1
MILWAUKEE,WI,IL,84,2,New Business,Urban,84000,0
RIVERSIDE,CA,NC,66,2,New Business,Urban,50000,1
GARLAND,TX,NC,84,1,Existing Business,Urban,13282,0
WHEELING,IL,IL,84,4,New Business,Urban,173417,0
SAN DIEGO,CA,NC,84,3,New Business,Urban,12689,0
DALLAS,TX,NC,84,3,Existing Business,Urban,36000,0
PARADISE,CA,NC,23,2,Existing Business,Urban,14923,1
ASHLAND,OH,IL,180,12,Existing Business,Rural,77600,0
SAN LEANDRO,CA,CA,84,3,New Business,Undefined,30000,0
OCEANSIDE,CA,NC,84,1,Existing Business,Urban,10000,0
BRIGHAM CITY,UT,UT,84,34,New Business,Rural,25000,0
PHOENIX,AZ,NC,71,4,New Business,Urban,50000,1
BENSALEM,PA,SD,60,10,New Business,Undefined,75000,0
SPRINGDALE,AR,NC,84,1,New Business,Urban,16260,0
SPARKS,MD,MD,60,1,Existing Business,Undefined,18000,0
LOS ANGELES,CA,NC,84,2,Existing Business,Urban,10000,0
CUPERTINO,CA,NC,84,4,New Business,Rural,287039,0
HOUSTON,TX,IL,120,5,New Business,Undefined,54000,0
NORFOLK,VA,NC,84,25,New Business,Rural,150983,0
STRATFORD,CT,CT,300,6,New Business,Undefined,250000,0
Spartanburg,SC,VA,84,6,New Business,Urban,50000,0
Staten Island,NY,VA,84,1,New Business,Urban,25000,0
NASHVILLE,TN,GA,63,10,New Business,Undefined,150000,0
Hamtramck,MI,DE,124,3,Existing Business,Urban,170000,0
WEST PALM BEACH,FL,NC,22,1,Existing Business,Rural,10000,1
WESTBOROUGH,MA,DE,60,2,Existing Business,Urban,90000,0
EVERGREEN PARK,IL,VA,41,3,New Business,Urban,50000,1
PHILADELPHIA,PA,PA,56,1,Existing Business,Undefined,29999,0
CLERMONT,FL,NC,84,3,New Business,Urban,55000,0
VICTORIA,TX,TX,71,35,New Business,Undefined,100000,1
DENVER,CO,TX,240,2,New Business,Undefined,180000,0
KILLEEN,TX,VA,84,2,New Business,Urban,25000,0
VICTORIA,TX,TX,71,35,New Business,Undefined,425000,1
LANSING,MI,VA,86,7,New Business,Urban,50000,0
SKOKIE,IL,IL,60,1,New Business,Undefined,56000,0
FAIRLAND,IN,VA,51,5,New Business,Urban,10000,1
ARLINGTON HEIGHTS,IL,IL,96,20,Existing Business,Undefined,380000,1
LINCOLN PARK,NJ,RI,84,10,Existing Business,Undefined,250000,0
MIDDLETON,WI,VA,84,5,New Business,Urban,50000,0
YORBA LINDA,CA,MO,300,12,New Business,Undefined,226500,0
RICHMOND,VA,NC,84,3,Existing Business,Urban,10000,0
GRAND HAVEN,MI,MI,120,1,New Business,Undefined,200000,0
WESTFORD,MA,MA,5,7,Existing Business,Rural,100000,0
SANTA ROSA,CA,CA,300,5,New Business,Undefined,418500,0
WESTFORD,MA,CT,60,7,Existing Business,Rural,100000,0
WESTFORD,MA,MA,24,7,Existing Business,Rural,300000,0
FRESNO,CA,TX,300,12,New Business,Undefined,156000,0
Zebulon,NC,VA,84,2,New Business,Rural,10000,0
SALT LAKE CITY,UT,UT,84,2,New Business,Urban,27850,0
FORT WORTH,TX,DC,120,7,Existing Business,Undefined,145000,0
SUWANEE,GA,SD,60,2,Existing Business,Urban,25000,0
ALGONQUIN,IL,IL,84,5,New Business,Urban,106600,0
NEDERLAND,CO,NC,240,5,New Business,Undefined,20000,0
HYDE PARK,UT,UT,84,2,New Business,Rural,137923,0
LONG BEACH,CA,SD,84,8,New Business,Undefined,359000,0
ENCINO,CA,CA,84,2,New Business,Undefined,90000,0
HOUSTON,TX,NC,84,1,New Business,Urban,36294,0
TYLER,TX,AL,252,3,New Business,Undefined,173805,0
PORTLAND,OR,NC,84,1,New Business,Urban,73879,0
ROCKAWAY,NJ,PA,12,2,New Business,Undefined,15000,0
IRVING,TX,TX,48,25,New Business,Undefined,100000,0
PALM COAST,FL,NC,84,15,New Business,Urban,55214,0
GAINESVILLE,FL,VA,84,3,New Business,Urban,50000,0
SANTA ANA,CA,OR,84,9,New Business,Undefined,125000,0
BETHESDA,MD,VA,84,8,New Business,Urban,50000,0
HAMPTON,NJ,RI,36,2,New Business,Urban,19500,0
RANDOLPH,NJ,CA,51,1,Existing Business,Undefined,200000,1
PROVO,UT,VA,84,25,New Business,Urban,50000,0
CARSON,CA,VA,60,4,New Business,Urban,50000,1
ATLANTA,GA,NC,84,7,New Business,Urban,50000,0
TUCKER,GA,GA,120,4,New Business,Undefined,50000,0
Hilliard,OH,DE,99,1,New Business,Urban,40000,0
ENGLEWOOD,NJ,CA,275,1,Existing Business,Undefined,450000,0
PORTLAND,OR,NC,84,5,New Business,Urban,129792,0
PORT DEPOSIT,MD,NC,84,2,New Business,Urban,65267,0
JESSUP,MD,NC,84,8,New Business,Urban,64203,0
SACRAMENTO,CA,CA,216,1,New Business,Undefined,325000,0
EVANSTON,IL,IL,84,0,Existing Business,Urban,19856,0
BALTIMORE,MD,MD,84,4,New Business,Undefined,64800,0
SUFFERN,NY,RI,36,1,New Business,Urban,15500,0
Palm Spring,CA,VA,84,1,New Business,Urban,25000,0
Burlington,NC,VA,84,5,New Business,Rural,35000,0
SANTA CLARITA,CA,CA,84,2,Existing Business,Undefined,30000,0
Coral Springs,FL,NC,56,2,Existing Business,Urban,10000,0
ROCHESTER,NY,NY,5,15,New Business,Urban,42000,1
LISLE,IL,IL,84,3,New Business,Urban,46576,0
AUSTIN,TX,SD,49,3,New Business,Urban,80000,1
ANCHORAGE,AK,AK,60,3,New Business,Undefined,80000,0
MIAMI,FL,NC,39,4,New Business,Urban,124500,1
POULSBO,WA,WA,84,6,New Business,Undefined,85000,0
HIGH POINT,NC,NC,84,1,New Business,Urban,63888,0
ATHOL,ID,ID,84,2,Existing Business,Undefined,33000,0
HYATTSVILLE,MD,NC,84,1,New Business,Urban,57514,0
PARK RIDGE,IL,IL,84,2,New Business,Urban,123191,0
TUKWILA,WA,CA,72,2,Existing Business,Undefined,50000,0
Erie,PA,PA,66,14,Existing Business,Rural,162900,0
OSHKOSH,WI,IL,84,2,Existing Business,Rural,17429,0
Battle Creek,MI,IL,88,1,Existing Business,Urban,193800,0
HUNTERSVILLE,NC,NC,84,1,Existing Business,Urban,10000,0
SAUNDERSTOWN,RI,CT,24,14,New Business,Urban,15000,0
CAPE CORAL,FL,NC,84,2,Existing Business,Urban,11915,0
DELRAY BEACH,FL,NC,44,7,Existing Business,Rural,100180,1
MIAMI,FL,NC,18,9,New Business,Urban,50000,1
LATHAM,NY,RI,36,4,Existing Business,Urban,57000,0
DELRAY BEACH,FL,NC,84,1,New Business,Rural,38000,0
HIGH POINT,NC,NC,60,1,New Business,Urban,10000,0
NORTHFIELD,MA,DE,60,1,New Business,Urban,70138,0
DEERFIELD BEACH,FL,NC,32,8,New Business,Urban,50000,1
DEERFIELD BEACH,FL,NC,31,8,New Business,Urban,50000,1
HALETHORPE,MD,NY,84,28,New Business,Urban,250000,0
BROOK PARK,OH,OH,60,15,Existing Business,Urban,102983,0
Albany,NY,DE,240,7,New Business,Urban,250000,0
BALTIMORE,MD,NC,84,2,New Business,Urban,10000,0
RICHARDSON,TX,NC,27,1,Existing Business,Urban,13000,1
OAK LAWN,IL,IL,84,8,New Business,Undefined,274500,0
MONTCLAIR,NJ,RI,36,2,Existing Business,Urban,15000,0
STERLING,VA,MD,300,1,New Business,Undefined,1089206,0
BURBANK,CA,NC,84,2,New Business,Urban,50000,0
SHELBYVILLE,KY,KY,48,47,New Business,Undefined,100000,0
HOUSTON,TX,NC,84,12,New Business,Urban,10000,0
HILLSBOROUGH,NJ,RI,36,1,Existing Business,Urban,30000,0
LUTZ,FL,NC,9,2,New Business,Urban,47031,0
CLARKSVILLE,IN,OH,60,1,Existing Business,Undefined,70000,0
HERNDON,VA,NC,59,1,New Business,Urban,20000,1
LOS ANGELES,CA,NC,28,8,New Business,Urban,40000,1
SNYDER,NY,NY,87,5,New Business,Undefined,100000,0
KEY WEST,FL,NC,84,2,New Business,Rural,50000,0
RICHMOND,VA,NC,84,4,New Business,Rural,30000,0
